id,short_code,uuid,product,colorway,size,is_pre_produced,rfid
10999,CE7sXXcB,461ab40a-e7e8-442c-b482-1f7b8239cfd1,72,,M,0,
5930,BQ4raYNu,462d5994-81ad-43b0-bcd6-36d3a3fcf582,66,,L,0,
11927,3ELC2LLp,462fce8a-1635-4ed8-b281-544f54e45845,72,,M,0,
13282,P2gFKkeo,463594e1-7bbc-4e09-94ba-b24f9cc7843b,81,,XXS-XL,0,
10600,2sfnfWWU,463fef56-1947-49ee-8ac9-279276aaa311,72,,M,0,
1209,,4640f697-84b4-4264-b97d-e2216df5c403,4,,M,0,
4660,CzJR7Cgc,4641a8af-0db2-432a-b475-ed1f5e4397ef,38,,L,0,
12112,Yn8SqJWo,4644f9a7-10ea-44db-9c71-310086f8624a,72,,M,0,
10210,q8MgZjNj,464cd5fe-b222-4063-b6e4-afde9d79182f,72,,M,0,
212,,46566ee7-663c-429c-8772-b4e3dc8cacc3,4,,M,0,
3579,URUrY2Da,465c8cc1-7802-47fc-ad92-928866310d7c,38,,S,0,
12114,TbuQ3R41,465ef31d-a1e6-402b-9d33-5c63872c218f,72,,M,0,
2005,2L34yDnC,46627bf1-2a45-4045-a6c4-7cebee7621fa,4,,M,0,
2215,Y0PW64f2,46633e80-ebef-41a1-ba8e-9935b831895b,4,,M,0,
74,,46696070-4fae-4945-9be1-2e7c9b119ff6,3,,m,0,
4302,1RdPwmET,466ad126-c214-4702-bed6-bd2241d90bbc,38,,L,0,
4634,Ec3rz2hk,466fc82d-3d37-43d0-9b8e-c853331e6dbd,38,,L,0,
3467,vHKsbEYc,467930f3-d7c1-4ece-81a1-af1ef6464081,38,,S,0,
7039,Gzs7qqom,46812304-b583-4255-975c-57d61eb7c6e5,33,,L,0,
611,,46883279-47bc-49e7-af02-8a8b5118153c,4,,M,0,
898,,4688bc05-0516-48fe-881b-0e708e1d42e2,4,,M,0,
12937,ELu4A2dW,468deec6-ffb7-4af6-b99f-69dbe6da4a72,76,,XXS-XL,0,
9943,JYwk6CuJ,46904798-e843-4d89-87a4-9f7731b96c93,72,,M,0,
12908,u1VGnFd1,46994ad0-25a8-4c24-ab9f-a3f473a6076a,75,,XXS-XL,0,
12792,hg6qcLuj,469b995b-1a73-49c4-88d5-09f0f256e74e,72,,M,0,
12967,z4H1Sdfp,469cb267-cc5f-4690-ae3b-fc86fb21e4ad,77,,XXS-XL,0,
3526,YJLmHtkP,46a1a9fa-4acd-409c-b558-494b5a13d622,38,,S,0,
10654,zyJ4ntKT,46a5dd89-acbc-46f9-9403-e56c6764f306,72,,M,0,
626,,46a7be43-8315-48f6-af0a-992203fa89c2,4,,M,0,
3799,j95T92fs,46aaf143-5cdf-447b-bca8-669607c1595b,38,,M,0,
7002,vqzvvute,46b2ee05-ed0a-4089-a1e9-0e47fb5584e2,33,,S,0,
12824,R62cFjbR,46b8a6a8-3d62-445e-ad81-d0267944aaf7,73,,M,0,
1175,,46bb41be-04a7-478b-abd8-324c1913c6c7,4,,M,0,
13306,sDB3f6mn,46bfd3bb-c4c2-4dde-ad67-9033334ff60c,83,,XXS-XL,0,
2362,G2GKa7bZ,46c62d15-9b95-4b16-91ad-40ba43cb476b,4,,M,0,
10170,vUnnZujB,46c692ed-44d8-4bd5-8a91-96056d01a118,72,,M,0,
10008,hDAMHzEN,46c7ca9e-43aa-4b6b-a127-cf99fe63407b,72,,M,0,
2024,1qXEVhRT,46c8e36d-1cbc-4018-bc63-8bdf1dcefa96,4,,M,0,
10178,3o5x5TJr,46ca9f8f-b5af-4d1c-9e55-73ba6f33dc47,72,,M,0,
3971,4U6DLQdt,46cb8201-7c7f-4456-8df1-df9a229c9e0a,38,,M,0,
4071,ZWt9hGZ4,46cc9f0c-95f3-4810-be22-8020ae8f13a1,38,,M,0,
5810,rcq8tWgG,46d0bf6c-6182-428d-9d7e-a98634d10b34,66,,M,0,
11070,8xMnJbc4,46d8c43b-ae90-4704-9c10-557bcf3ddf98,72,,M,0,
1841,pEXU1e0W,46d91970-695f-45f8-8bb7-d8dcd428427b,4,,M,0,
6135,PdxQtjrE,46e5b54e-aa3a-4826-8573-c47cb4bd42fd,66,,XXL,0,
4956,wVHMu4XL,46ee3a1f-0ffb-499d-a45a-89d95a03a4ae,22,,L,0,
11461,buGeYidT,46ee5d46-2691-40a1-86d0-35d72ca78f36,72,,M,0,
2081,YjhBiiCT,46f1cf0d-a4e6-40bf-9113-3587f6a1320b,4,,M,0,
3222,U4NSGPkD,46f5c17d-a8b7-4cba-a0ad-9be0094862c1,23,,One size,0,
13526,eQXsJV6p,46fc581e-89fd-47bc-b2f6-d42a45224851,103,,36,0,
11172,gXqM4shj,470300dc-29dc-494c-936d-67d36b72e882,72,,M,0,
1988,NaA0Ogwi,4713b21d-b1f4-46be-b275-2f803aedc1d6,4,,M,0,
10848,CS2gnY1E,47232b59-58b0-4f12-a28d-0bf598f21872,72,,M,0,
10939,CYv6VxjK,472d3cfb-a330-4c6d-a24e-59b59f718fb1,72,,M,0,
11655,otd2QsuY,4732633f-205f-4610-b67b-f18486276b86,72,,M,0,
1324,JG8RhVBT,4734ed22-6db7-4dc6-96e4-3a735e6045f6,4,,M,0,
13043,WhPKnd2W,473e488d-cbc4-4b86-a398-26ec94440295,80,,XXS-XL,0,
10833,U1HaqhaQ,474e82ac-fb0b-47c7-b95f-88001f9a2fb9,72,,M,0,
12885,QSAdFp48,47501bcc-1e13-4e9e-a629-ecefcbabc4d7,74,,XXS-XL,0,
11457,NnxE4yun,475eaed1-7406-4784-97fc-5698f29008d9,72,,M,0,
13425,uxMqSwqw,478b81a6-e1b7-4cbb-be7b-4977ef4a1283,103,,34,0,
9572,2axH8vkW,4793b5af-0f79-4618-a662-63072b45600a,72,,M,0,
4871,3HSJCz4M,47946cbe-8d85-4524-977f-e429ccd845d7,22,,L,0,
3899,aeWnxB1J,479ab194-10f9-4d54-a8d2-3762f7ae2288,38,,M,0,
12875,kQzco2bj,479cd8f0-e081-478f-96f2-4895778e36d2,74,,XXS-XL,0,
13597,x3x9d47i,47b2517d-d3e6-4574-b80a-4eedeeb3ade2,103,,38,0,
6386,EhuU9vqZ,47b73e28-60f3-4ed0-b3d6-6d8b4ba9a4f3,66,,S,0,
2995,7bDWeAM9,47bc68d2-e6f5-4f55-b03a-fd1ecb724644,23,,One size,0,
9936,VXQcDtN5,47c439d9-23b1-4822-adf6-18fa327e703b,72,,M,0,
646,,47c9bdb9-d4a2-4c3a-8877-0298603d875f,4,,M,0,
4424,SZKKXLkz,47ca90f9-2019-4972-9683-00f05d454168,38,,L,0,
6774,eHa8tsp8,47cf2e7d-7f1e-4aad-898c-266cd34c2e2e,66,,XL,0,
9840,UTu6cCxt,47d29f02-8cf4-44a2-94a9-7a18cea3c5b0,72,,M,0,
11714,aj6iQSgr,47d77f20-a728-4671-89cc-1727d3974bdc,72,,M,0,
3675,nwCGP4Q3,47db2f04-57d6-4832-8abe-debcee5e5a2f,38,,S,0,
2336,bvFekohA,47debfbc-603d-459f-9386-7f9c4f5c9198,4,,M,0,
2162,Oogs5BAd,47dfbb51-5c2f-468d-bd7c-68d6920221b0,4,,M,0,
1592,SkCzYMxO,47e4b8ef-6579-4a68-ac44-9978ad1cc08d,4,,M,0,
2347,jk9nzUAB,47f272cb-1dd7-4829-a3e0-71ebf0c64823,4,,M,0,
35,,47f62423-ad36-46af-a855-4e5c24a6bfcb,3,,l,0,
1971,bbRqYKSh,47f765fe-8961-4ec2-8346-255a0552eb8d,4,,M,0,
13450,n8hjFd49,4803cb06-dddf-4438-9da9-823270a09c49,103,,36,0,
11563,brdEbHm6,4805930d-7672-4b84-a5cb-73a7e6dcf88b,72,,M,0,
4237,7Wnmvwwk,4807ee7c-f6f5-4839-ba7a-3132faf8d101,38,,L,0,
12849,DyuAPjPN,48105f20-fd46-4679-af4b-e65dd960de3b,73,,M,0,
11543,5s1TryTV,4814aa55-140a-47e0-9b47-8dcd9310ea06,72,,M,0,
13815,E7Ficmit,481cfc78-cbc9-4fba-a935-a96f925d33c5,103,,42,0,
4270,GVgrAh7Q,481ed2d7-c6d5-497f-bc19-551cb09a7a85,38,,L,0,
11384,4wbEgWFY,481f9ab5-a5a7-4d1b-8801-6c481832bfe3,72,,M,0,
827,,48212031-f926-443d-ab0d-934c5414b4db,4,,M,0,
2938,jJdsVWTk,4821b20b-1242-4e93-a419-e0eec37b00b6,23,,One size,0,
11157,Dweo4ezU,4825a72e-96ae-44ac-ab10-89714c685acc,72,,M,0,
967,,48274958-5ea2-414b-b99c-442d6ac01e73,4,,M,0,
6357,Pprw2Fnx,482d0f3d-5707-4431-b128-3d64150ac076,66,,S,0,
5775,Md7vRz8y,48349181-f1a4-4b59-9842-e7e8ca19b3ac,66,,M,0,
346,,4841d407-c165-4e24-8425-d104a494d3e3,4,,M,0,
12717,gdVLBLom,484da5fe-9c02-456d-b278-9552cfa25da0,72,,M,0,
4055,WQHKhAEc,4852a2fe-1103-48dd-807b-bdea7d5d006d,38,,M,0,
9784,TAnCVwYu,485c4d10-869d-424b-be67-c7e42965954c,72,,M,0,
774,,48698633-d7ca-4e6c-b440-b1c15f9f6701,4,,M,0,
6352,7X94cNbR,4870adaf-afa5-4d8e-80c3-e5d3c95afe98,66,,S,0,
787,,48776765-b16d-4838-a01d-abbd5086a92c,4,,M,0,
11577,HdgqVGLV,4877b879-aa2e-4771-8ecb-41d0395c76d2,72,,M,0,
11956,n3HeVcZJ,487bac02-1396-4ba4-ab1a-214781e45500,72,,M,0,
11278,b89xQ9i9,487d3bc2-9d4c-4cd2-9631-19aeb6099c4c,72,,M,0,
12457,sFfKTKMZ,487d4e8e-a50f-4935-86ca-b86cbbe3ac0e,72,,M,0,
6346,aXbrow7R,48826f94-44fa-4d26-be57-cda975f9c2aa,66,,S,0,
3902,bG5yHde5,4882e1ea-749b-4ce4-9ae2-1d4ba88d6419,38,,M,0,
11668,ded15prJ,4882f999-43e3-421e-aac7-a3e48ac528cb,72,,M,0,
12025,hFtTvz58,488ab7a7-4711-4263-85a9-b7ee9103cb5c,72,,M,0,
1929,vnAHKZeZ,488d1510-a988-4604-ad0c-e61efbb05536,4,,M,0,
10365,2frksphw,48937b07-2246-45ed-82a1-0925b32eb35d,72,,M,0,
2925,FVXHp72K,48991afb-0a75-4769-b2f1-6191e5985c5e,55,,L,0,
10795,7poLAL9v,48a22114-d81c-47ab-b67c-578a0b1f974c,72,,M,0,
12375,z9QKC1dV,48a3f4fd-f3ca-432f-ad54-964f63e14214,72,,M,0,
650,,48a5adb3-3de6-43bf-82e9-115232b594b0,4,,M,0,
4211,B9vRwna7,48a62b1d-9f52-4712-8e0c-1b16e3dfea56,38,,M,0,
1068,,48ad83ec-604b-4bff-8e9d-f7063a6c0f3c,4,,M,0,
1205,,48c2f61e-25bf-413f-b42e-088dc8cb7770,4,,M,0,
5782,5Bxcvxc4,48c86cc6-722d-4c5a-985b-3178e10c7709,66,,M,0,
12964,DjnHYmuc,48d11e25-3f6f-4229-aaa7-7e1487a67ec8,77,,XXS-XL,0,
2663,5qyKvrAe,48db148d-11ab-4fa2-8672-fbf4d573b773,15,,One Size,0,
3036,7q64HHPy,48e00571-21b0-47ae-a00a-a05020d5fc4e,23,,One size,0,
13837,FGp3RVdU,48e11241-2b5e-47d3-a2c3-fbd723fdfcf4,103,,42,0,
11741,YW4zvo5V,48eede66-b94a-462c-a3e2-db6767f1d2c6,72,,M,0,
3582,spEECkTf,48fbf495-0cbd-4466-b419-96b7b057b368,38,,S,0,
6073,VK4qbhn6,48fcb12f-9220-467f-9e5c-862703ea2314,66,,XXL,0,
3746,ro7srzhB,49097971-b5cc-4fa6-9649-327abd765c07,38,,M,0,
4817,omJVsb27,4909bbd1-a0c8-4367-9950-7c4b7c37894c,22,,M,0,
6911,fteLByai,490bdd38-6099-4bc2-a59c-c28c3cf220b3,66,,XL,0,
4543,AZ6YJKvR,490c3eee-1b1b-4610-a5f2-00b447d372a9,38,,L,0,
2288,xEB8duRY,4912f910-1afb-4483-92ec-7f48b238125b,4,,M,0,
6882,WnC1efBn,4914c34c-767e-42b7-bce6-2ad6a37f8076,66,,XL,0,
4184,tDks9Pyc,491612ef-3742-4782-9a6c-90188de5cf9f,38,,M,0,
11713,enxdrSi3,49165ee4-34d0-4e82-b9bf-c2dfb0bfa1ee,72,,M,0,
11948,9T9F4gAb,4926bd32-0566-4bdf-9d97-3942afc0b891,72,,M,0,
4106,X9vtLrPd,493e3ae3-aa11-4966-a52a-4ffa38ea9339,38,,M,0,
2352,tvh3wjMi,49424066-2181-4d4c-b987-c21fc6f6d06e,4,,M,0,
11813,vSif4Djv,49492cf2-58c0-4ff6-a9bb-41b381804339,72,,M,0,
4841,AVGX3maC,49516613-a191-42ed-b883-4de055161a7a,22,,M,0,
13017,z4ZLkVGL,495fbf60-69db-44ee-b72a-e6627bd0a78e,78,,XXS-XL,0,
3075,icMRYc1G,49669107-9176-465d-98c0-544fd6b4219c,55,,M,0,
12734,utiTyhro,496c9686-92b6-4d37-8b79-057d6d849862,72,,M,0,
4436,e8qWkQd3,496dc351-f308-48a8-abd5-3119a5a30994,38,,L,0,
5151,jtjGBAQX,496ee998-c921-4122-91ed-ce5fec51ef2f,22,,S,0,
12727,Q4joCbje,4970bf86-1fa6-47eb-a564-6593437fb4a9,72,,M,0,
5182,bnrYcini,49722686-73dc-4602-a9e7-b2dcf2a4b65b,22,,S,0,
4188,wGgp5poG,49732148-433d-47ca-8b6a-0427f4ebdfd1,38,,M,0,
9729,4MZ65R2w,4974a66a-6efa-4d88-ac1f-f62463f8f3b8,72,,M,0,
13463,3NbRAK28,49775726-e292-4409-81b4-19d558cf6163,103,,36,0,
11616,joEUzipe,49832985-c4b7-4283-a884-ed07b1cc91f1,72,,M,0,
891,,498ddf57-3d47-4d42-a89a-7a41807e4eae,4,,M,0,
12136,AiM1gXg3,498fd4d8-6ca5-43e6-aaaf-69e911492b9a,72,,M,0,
12243,nUrCD4yo,4990a64d-5f9d-4686-a2d3-e764361955d0,101,102,S,0,
2489,V9J4q5XT,4990d88f-ac51-4775-a9da-c7955b108c60,8,,s,0,
5037,rswr4ZeZ,49922606-f8b2-4cc2-8c6e-bbe961d6dbeb,22,,L,0,
4013,NAypUmmH,49946cde-2874-4501-8038-e85e6fdd5f51,38,,M,0,
1459,wRC4SyLr,499a1193-a66c-4630-b60e-e2b6074cd01e,4,,M,0,
11773,mJTGCkGR,499d761b-b07b-4b05-96ab-44f92e6380ed,72,,M,0,
10825,DLLiwBhX,499da006-b7bd-48f5-990b-0f128d92fb01,72,,M,0,
4986,Anz7jXa4,499e4ac8-1f19-4667-b2e6-cdb1371f1f33,22,,L,0,
3616,dqBS8rGa,49a0c52a-a1e2-4d9a-ab62-a1d8e7adc410,38,,S,0,
1023,,49a1a872-b936-4c74-ba04-154fbb550831,4,,M,0,
2315,9pPK1jgJ,49a97278-356e-408b-9f42-b44c2c5af74b,4,,M,0,
10724,JUu4cbbp,49b99808-b4fc-4ae1-b995-32ad7cc58cd9,72,,M,0,
676,,49c55f6a-fb43-439c-8503-a9f8893a57ee,4,,M,0,
1686,tC4jN1Ts,49c87e1e-687d-46b1-8810-77cfeaae91a9,4,,M,0,
11021,yGUg4UNx,49c9453d-7e1a-4245-85b3-bc11e7633fe0,72,,M,0,
2926,AgBuhZkc,49d38f6f-55b3-4408-b2dc-4543a2f0caf6,44,,L,0,
10959,2Koyach2,49d4a352-80d7-40a0-9c22-52d978c8d617,72,,M,0,
11583,hAxQpAFf,49f56a8e-5cfb-48d8-aef4-f2684261b87b,72,,M,0,
2375,Q6PMt2Gq,49f5a1ea-e6bd-4e83-a701-644661587061,4,,M,0,
3740,KsLrt7o1,49ffb9e9-eceb-422a-80b8-b389c5ce939b,38,,M,0,
6374,67dfY4qG,4a00cdd4-630b-404b-96fb-3503b1e887ad,66,,S,0,
6169,D5fTPEcY,4a06cd17-7c58-4c72-a9c2-eae768cfede9,66,,XXL,0,
2014,nErjVpnX,4a0d153e-4cb8-45ef-97ff-82d00f49583d,4,,M,0,
12748,aAprEx9U,4a1577da-725f-48dd-86c4-4b47a4355a7a,72,,M,0,
13310,o42Mp2mm,4a15fed3-f0f9-42c0-a2a2-807f5e9571cc,83,,XXS-XL,0,
4020,YBAP1zeh,4a16f84c-82a6-4bad-add2-4596970bab80,38,,M,0,
13560,vCgM6C5Q,4a17bd08-35dd-4e14-ae51-51d4e1b71a6a,103,,38,0,
6763,FfL8aPWh,4a1f2b9c-b17e-4a77-95dd-413dd3bf7db1,66,,XL,0,
10181,MrksXag6,4a21f53c-4801-4e19-99b7-85fdc91d7a45,72,,M,0,
5762,L7YkWxcU,4a22cffb-1c12-40fd-90e9-f54d4d7f28a0,66,,M,0,
12423,drZ9TvmZ,4a299510-73ca-462c-bc20-adb8f0c98248,72,,M,0,
3369,WMQD7o3X,4a34c439-5fe0-47c5-b508-66c8d3de588a,23,,One size,0,
3286,p51nZrVg,4a3782b7-2511-4e92-b50e-c485bdc4f967,58,,S,0,
10529,C6QRWGp6,4a3dd8b7-8770-4857-9e97-f035037af06c,72,,M,0,
13097,96qB4upA,4a4658bb-845b-44e7-99be-56ab54a97330,82,,XXS-XL,0,
2297,LeZk1Rhd,4a4811e2-dbf2-4207-a77e-24bf12ffb834,4,,M,0,
10344,XHR3X1Ya,4a4f8e3a-b3de-4d49-b8fe-038ef3cffc16,72,,M,0,
6360,Cd5EiedZ,4a5177a2-f33f-474e-904a-0b556c7a7650,66,,S,0,
3446,v1FtVPqZ,4a555c8b-e66d-4fe4-b9d1-7a881bc6d48d,38,,S,0,
13516,LjR2Z4JV,4a5f7a17-a11f-41cd-9172-b66b96f23ff2,103,,36,0,
5732,Bo8e22Wp,4a61501d-9a6c-4516-a1e3-592017448bb7,66,,M,0,
13398,3kTnvWi7,4a657912-aeb8-424b-bcef-97b6820e5bc2,103,,34,0,
10656,UtJcP3aC,4a694743-0530-475b-84be-1eb14f3e7cdb,72,,M,0,
5897,gj94UbKr,4a771ce6-a15f-4dc9-be42-f3c4d1060a75,66,,L,0,
9927,vxHkYjDT,4a7f500a-0364-4b19-b4c9-ef83ea83d766,72,,M,0,
6334,Xa3b5HxH,4a894391-cdbf-4bb8-8c39-9b4bd3edd813,66,,S,0,
11654,azdcYmUm,4a8af4d3-c813-42bc-8f9b-c7f21892bfd5,72,,M,0,
2893,ZfFV2TUU,4a908732-35f1-4fe2-8dcc-39b0304584d5,23,,One size,0,
4141,kHGZPWij,4a958807-f7e3-4d26-89ce-ca9e7eb7ab77,38,,M,0,
1329,pY3eRgKt,4a997234-064e-4b34-ae50-ddcd2605f6ae,4,,M,0,
10866,6nbAXt2C,4aa7c9ad-2bdf-42cb-b075-214c9be1689e,72,,M,0,
13008,boT9nenG,4aa83f74-c741-44c4-a01c-420de2745dba,78,,XXS-XL,0,
12153,hVV91Fr5,4aba6364-dd4f-402f-a78e-ebbd8f10c481,72,,M,0,
13532,eAC44xAp,4ac0294c-9b0f-45a8-af8e-0931d8f9d869,103,,38,0,
13163,dhCzW3Zu,4ac97717-8df4-4bd8-b530-22ffa51e2707,85,,S-L,0,
1249,,4ad58703-c83e-4dc5-ba25-603d0716df5c,4,,M,0,
6099,6wcjg6Lx,4ad71d95-5051-4062-965b-8d80f6d1adaf,66,,XXL,0,
12385,q1KECmFW,4ad863f0-0a1f-42cb-80a9-fac75d0916d3,72,,M,0,
3244,nXFFa1RZ,4ad870b7-05df-4bac-aa17-7b79e70381b3,55,,S,0,
11258,cgJAqA1r,4ae687fe-07b4-4301-b15d-492d5962fa9b,72,,M,0,
3184,SBY3zx4c,4ae93b74-ef61-4dce-9bad-70609f8b9912,23,,One size,0,
13129,RR8johLw,4aeac8d0-b63f-4d47-84b2-43130c4c4887,83,,XXS-XL,0,
12329,KMtmCBhq,4afbfda8-5c0d-4fab-a47a-152d58bdecb3,72,,M,0,
3738,smpHcMRd,4b07407f-3a25-4d0e-969a-2f0fba3868f8,38,,M,0,
13421,zZpD2VbE,4b07945f-e326-469b-8956-e482eec3373a,103,,34,0,
9685,xKURvVXf,4b0a1817-41a7-40c6-900b-23c35a1cab4e,72,,M,0,
13443,poP9Vw8h,4b0f2ca1-131d-408c-9cbd-cfcb5656b077,103,,36,0,
9786,xyYB2HJh,4b2c3b08-6210-4320-b35c-728b4134d1a5,72,,M,0,
2087,7NO8tUde,4b2f299b-39e5-4dfd-ad05-a185b7628605,4,,M,0,
97,,4b3260bc-531f-4f9c-a219-e9b0c046853b,3,,s,0,
4868,C8sE5C3P,4b4fb313-eac6-4621-87a3-74a8747230d5,22,,L,0,
389,,4b50a053-fa3a-4b58-a97e-f8d2fea8b0b2,4,,M,0,
12139,8Cqf7GfC,4b522d7e-f013-40cc-8081-1ca86fa0b79d,72,,M,0,
12173,EjbmNsTG,4b534695-af12-4256-95ac-01e22cef32dc,101,103,L,0,
2960,mdDK6qUb,4b5859d0-a243-49d2-90db-3b15aa6040db,23,,One size,0,
6845,QAHmTJv5,4b6df8c3-3feb-465c-b656-f286f1c37fa6,66,,XL,0,
10240,J3e3Gvih,4b6e5899-7c12-4eb2-a13b-c6abd473bd88,72,,M,0,
12169,kmmnKCAf,4b72dd3b-8c62-4ab9-b154-844a5d811fb2,101,103,XL,0,
10097,CHFrMgW1,4b783b29-b5a6-47d5-88d6-38bae86b52a7,72,,M,0,
4309,NpWE4UKk,4b7851ad-06d0-4d6b-a2ee-f4c29a0232c5,38,,L,0,
3752,rLDPtgE9,4b7abd34-3355-4c08-858f-70ebe688427f,38,,M,0,
2002,6TKoe5tT,4b828961-b630-4966-a543-827ef2ebdfe6,4,,M,0,
1559,dN9vsCHN,4b853bc0-eee7-4592-b411-f95de894d2fe,4,,M,0,
5091,RXYYXFC4,4b89f2bc-a00b-4e02-bb35-9659f17ff95e,22,,M,0,
4731,mmzst4YP,4b90818b-3efa-4182-9b73-bb893808487f,38,,L,0,
1269,,4b985d3b-3956-457c-b4eb-3b6f452bbe1c,4,,M,0,
4786,Df9oHgQD,4ba300b0-ed37-43c0-b713-3f06a1eb7905,27,,S,0,
12596,cFShvSVk,4bbc0348-9b45-4efa-affb-2c889ab9e425,72,,M,0,
9863,FNzdm7vx,4bc37f5f-ef6a-42f5-8ccb-f87934531a02,72,,M,0,
3052,5p1hLM1j,4bc75e50-1908-4689-994e-ec0122899e88,45,,M,0,
11250,kNq5f6JD,4bcb13c9-ae6a-44ba-8aab-1c7c83c86f65,72,,M,0,
11681,YW5wiAUt,4bd8d1f6-937f-4b72-b7f3-fe1d4aef46d1,72,,M,0,
3376,4vGHAJgN,4be36806-6309-4f25-9105-b52120c38d65,40,,S,0,
2833,oQmLoWdw,4bed734f-ea8a-4b07-b6c4-d2c338b7c60b,23,,One size,0,
4700,mSz5w1Bi,4c04e6ec-1add-4b8a-8c7f-b5f933d03a23,38,,L,0,
9817,38GzsYPF,4c2603b9-883d-4844-9716-c1fbfa513e97,72,,M,0,
9624,MwfymDNj,4c280639-be81-4d10-83d7-14bfa5d87b2a,72,,M,0,
9763,dXrdWFtu,4c2a1f9b-8510-42db-8f82-4a877d32e953,72,,M,0,
12075,7vxethBv,4c2d1ca2-89ee-43a1-bab9-7f5b1109a8c0,72,,M,0,
11719,jxdpALfR,4c32d4f2-a02e-4b2e-8c38-04f6eb08c8f3,72,,M,0,
407,,4c391a29-64f4-40e5-ae56-172f6fbff14d,4,,M,0,
1760,44GMcm92,4c3fe484-f820-45d8-a343-b56c3d8b65a4,4,,M,0,
13812,DcsUqPnS,4c480a01-7eb7-4a6f-937f-520f668f0b8b,103,,42,0,
1720,hehwdKUB,4c4d18f6-f156-43ee-b45c-162a22cc6767,4,,M,0,
328,,4c4e6080-1bec-427d-b5cf-31d51ac2d6b4,4,,M,0,
399,,4c5185a5-1d8c-4b60-9f3f-dec3949d6de7,4,,M,0,
12801,SdUymmN7,4c54a7d5-9ac6-45ba-aa17-253bf988e34f,72,,M,0,
12057,kgcuXgJf,4c625e84-8131-435d-bcf6-c9763a6388e1,72,,M,0,
3873,HBJXqbq8,4c681986-ffee-429f-8794-8000b748c688,38,,M,0,
7019,YByXd3KD,4c6afeaf-0135-499d-8e07-cab59912a4df,33,,M,0,
12694,BSZdxwRP,4c720d19-f846-4db8-96d0-70ed0c87c681,72,,M,0,
12625,wW4nygWB,4c7327fc-c31a-4294-b170-51e5735fd88e,72,,M,0,
10875,G6THXwDk,4c7b285d-c1ea-4b70-8338-8161468bd08b,101,103,L,0,
10,,4c7baa98-da0d-4966-975e-3cc0d191c541,3,,l,0,
9934,wRQeqUnE,4c7d44c2-3300-4628-9f50-f6137adbe433,72,,M,0,
9988,WbsmrYzW,4c7e6d11-cf50-4847-92a9-d566007cf0cd,72,,M,0,
3312,at7E9W4B,4c8ad8d4-2dd9-492b-826d-a66d7b33ad24,54,,S,0,
1694,CipWLb3s,4c90c7a0-0cfa-4cb9-8b72-129ba464d8b4,4,,M,0,
13037,qBrWaWyz,4c9718b1-722a-4c5e-ba0b-53e7da8aadf5,80,,XXS-XL,0,
3783,ny7WbeW1,4c9bf25d-aeb8-49a9-8b33-15987a4d616f,38,,M,0,
5049,4xK6gmv9,4ca2fd3e-9995-4a6c-8823-0669000ceb06,22,,XL,0,
919,,4ca4f2d0-f2aa-458f-be10-7bdd3713efd2,4,,M,0,
12519,FErfyS1o,4ca5ecd3-05ea-40bd-9bfa-202fde5299c2,72,,M,0,
10322,Q4doT81V,4ca933f3-9582-4774-a495-b172b2f75b6f,72,,M,0,
3927,iauaQjJ5,4cabf513-4db0-494e-a6ee-a0afbeb0269c,38,,M,0,
50,,4cba4f88-d219-40c8-ac17-b233f3f7e687,3,,l,0,
4589,ghuB6dtL,4cbaba93-fc6f-402f-8f6f-59428a202f6e,38,,L,0,
11132,jeYaLvg1,4cc732a4-4be0-4b86-bc0d-ff58b3f50db9,72,,M,0,
13403,r46B7zXP,4ccd64f1-9e67-41d3-bea3-2a1d8348d889,103,,34,0,
3131,oJqX52Vj,4cd5c648-6083-42fe-97ac-2545618906ec,23,,One size,0,
1622,81qhqD3A,4cddf0e9-2fdd-408c-99d8-f3521d45c777,4,,M,0,
13208,m8etT9Rw,4ce2d811-dacd-4637-a9f7-c81549c8329f,86,,S-L,0,
11641,fCQsei17,4ce2f6e8-d4b7-45b9-98b1-10b7cbd3b731,72,,M,0,
3539,jeJg7R9b,4ce810a6-e46a-4b91-b023-749ac521caa9,38,,S,0,
12641,z5NyZrcg,4ceaef38-225b-4e62-8afc-5fb920b30af9,72,,M,0,
292,,4ceb7c05-b8ed-417f-9d8b-6ffc540d9e50,4,,M,0,
10202,WjCejviX,4cf1e337-147c-41a4-b0b9-fc71a0a9556f,72,,M,0,
9999,jVYLf8Pz,4cf52078-9fdc-4d69-a58d-f137023b1998,72,,M,0,
3788,RMF47NYm,4d017cdf-0a2b-4ec6-bd2a-015f73461359,38,,M,0,
73,,4d02fbfd-8612-4277-90c3-11a138bd6b96,3,,m,0,
12171,PfetEt3m,4d04758f-900b-4faa-89fd-903fa5b7001e,101,103,M,0,
5018,T8jxnbhK,4d0e0f2e-e85f-4994-973a-341075b1e5b0,22,,L,0,
9708,3NXP1pV8,4d0ebe8f-7e40-425a-a957-0e239611a92d,72,,M,0,
714,,4d166303-62ae-4d8d-ad22-0abfe2b17e45,4,,M,0,
6091,SBYgLM6E,4d1d5303-4632-4a87-936a-ec838de51711,66,,XXL,0,
6340,zbxPzp3w,4d4caae5-5155-453a-815b-45d6eeafe8f5,66,,S,0,
1815,6t9gnYjY,4d4cddc8-da13-4f72-b894-aab3aab64d7c,4,,M,0,
1049,,4d4f84e9-cfb1-44b4-a3f8-bb8f113cf0dc,4,,M,0,
